sumber,tanggal,teks_bersih,urgensi,sentimen,kategori_infrastruktur,kategori_lingkungan,kategori_air_sanitasi,kategori_bencana,kategori_transportasi,kategori_pelayanan_publik,kategori_ekonomi,kategori_keamanan,kategori_pendidikan,kategori_kesehatan
twitter,2026-03-29,mongabay indonesia krisis air berbalut tradisi kupatan kendeng menjadi ajang konsolidasi warga rembang untuk menuntut penutupan tambang semen demi menghentikan dan kerugian ekonomi masif akibat rusaknya ekosistem karst,2,1,0,0,1,0,0,0,1,0,0,0
berita_kaggle,2026-03-26,saat masih berupaya menekan kasus lepstospirosis yang jumlahnya melonjak tahun ini kota yogyakarta juga harus menghadapi peningkatan kasus malaria dinas kesehatan kota yogyakarta mencatat kasus malaria yang terjadi di wilayah itu sejak januari hingga agustus 2025 tercatat sekitar 39 kasus semuanya adalah kasus impor artinya penularan bukan terjadi di kota,1,1,0,0,0,0,0,0,0,0,0,1
berita_kaggle,2026-03-26,pengamat transportasi djoko setijowarno menilai upaya pemerintah provinsi pemprov dki jakarta memanfaatkan teknologi kecerdasan buatan atau artificial intelligence ai untuk mengatasi kemacetan di ibu kota belum menyentuh akar persoalan ia menyebutkan kemacetan hanya bisa diatasi jika transportasi publik diperkuat dan warga mengurangi penggunaan kendaraan pribadi ya membantu itu ya mengatasi,1,1,0,0,0,0,1,0,0,0,0,0
berita_kaggle,2026-03-26,wakil ketua mpr ri lestari moerdijat menyampaikan bahwa para pemangku kepentingan harus benar benar paham tentang peta jalan pendidikan indonesia 2025 2045 hal ini demi mewujudkan sumber daya manusia sdm nasional yang berkarakter dan berdaya saing di masa depan peta jalan pendidikan itu harus bisa dipahami untuk kemudian dimanfaatkan sebaik,1,1,0,0,0,0,0,0,0,0,1,0
berita_kaggle,2026-03-26,anggota komisi ix dpr ri irma suryani chaniago menyinggung eks wakil menteri ketenagakerjaan wamenaker immanuel ebenezer alias noel yang masuk penjara karena kasus pemerasan sertifikasi mulanya irma meminta pihak badan pengawas obat dan makanan bpom bersama kementerian kesehatan kemenkes turun tangan membentuk tim untuk menerbitkan sertifikat laik hygiene sanitasi slhs,0,1,0,0,1,0,0,0,0,0,0,1
berita_kaggle,2026-03-26,sebanyak 15 mahasiswa yang sempat ditangkap dalam aksi unjuk rasa berujung ricuh di balai kota jakarta rabu 21 5 2025 mulai dipulangkan oleh pihak kepolisian sekarang sedang proses pemulangan satu per satu 15 orang saja yang dipulangkan ujar direktur eksekutif amnesty internasional indonesia usman hamid saat dikonfirmasi di jakarta selasa,0,1,0,0,0,0,0,0,0,0,1,0
berita_kaggle,2026-03-26,sampah plastik banyak ditemukan di sepanjang garis pantai dusun kelongkong desa bilelando nusa tenggara barat ntb meski warga setempat berulang kali membersihkan sampah sampah itu datang kembali dan merusak keindahan pantai berpasir putih itu kepala desa bilelando panjaitan mengatakan sampah plastik itu bukanlah ulah warga pesisir melainkan warga yang bermukim,0,1,0,1,0,0,0,0,0,0,0,0
twitter,2026-03-26,wujudkan keamanan berkendara babinsa koramil 020408pc bareng warga tambal jalan berlubang di naga kisar mar 28,1,1,1,0,0,0,0,0,0,1,0,0
berita_kaggle,2026-03-26,kehadiran peraturan menteri energi dan sumber daya mineral permen esdm nomor 14 tahun 2025 mendorong munculnya sumur minyak baru yang diajukan menjadi sumur masyarakat di kabupaten blora jawa tengah permen tersebut mengatur tentang kerja sama pengelolaan bagian wilayah kerja untuk peningkatan produksi minyak dan gas bumi direktur utama pt blora,0,1,0,0,1,0,0,0,0,0,0,0
twitter,2026-03-25,riskie theres no free lunch cuy utang warisan era beliau masih dicicil sampe skrg blbi obligasi rekap is not a joke bunganya aja puluhan triliunan per tahun suku bunga 70 gila berapa juta orang kena waktu itu kek lebih ke operasi penyelamatan para konglo sih itu phk,0,1,0,0,0,0,0,0,1,0,0,0
berita_kaggle,2026-03-26,pemerintah provinsi pemprov dki jakarta mempertimbangkan kembali melakukan operasi modifikasi cuaca omc bila badan meteorologi klimatologi dan geofisika bmkg menyatakan cuaca ekstrem bakal terjadi omc akan diberlakukan dalam minggu ini kami rencanakan dalam 2 3 hari ini melakukan modifikasi cuaca sepanjang memang nanti kita melihat cuacanya lebat mengarah ekstrem kami,0,1,0,0,0,1,0,0,0,0,0,0
twitter,2026-03-26,gempa rumah udah ada yg retak karna eh dia baru nongol kek polisi india emang instansi di indonesia,2,1,0,0,0,1,0,0,0,1,0,0
twitter,2026-03-28,adiksi internet anak kabupaten gk tahan sama dan panasnya balam 21k macet,1,1,0,0,0,0,1,0,0,0,0,0
berita_kaggle,2026-03-26,gunung ile lewotolok yang terletak di pulau lembata nusa tenggara timur ntt meletus dua kali sejak senin pagi 22 september 2025 teranyar gunung api berbentuk kerucut itu erupsi pada pukul 11 15 wita dan menyemburkan abu vulkanik dengan tinggi kolom 500 meter dari atas puncak kawah petugas pos pengamatan gunung,0,1,0,0,0,1,0,0,0,0,0,0
berita_kaggle,2024-09-13,bakal calon wakil gubernur jakarta ridwan kamil suswono berjanji akan membenahi masalah krisis air bersih di jakarta apabila terpilih pada kontestasi pilkada jakarta 2024 ya air kan kebutuhan pokok makanya memang harusnya dibenahi ucap suswono kepada wartawan di mampang prapatan jakarta selatan jumat 13 9 2024 bahkan suswono mengatakan ada,2,1,0,0,1,0,0,0,0,0,0,0
berita_kaggle,2026-03-26,di dusun kelongkong lombok tengah nusa tenggara barat muhammad sahi 29 menjalani hari hari penuh tantangan sebagai nelayan biasa ia harus menceburkan diri ke laut untuk mandi karena tempat tinggalnya mengalami kekurangan air bersih kadang kadang kalau pergi nelayan itu mandi dulu di laut baru kita cebok di rumah 2,1,1,0,0,1,0,0,0,0,0,0,0
berita_kaggle,2026-03-26,warga rt 05 02 angke tambora jakarta barat mencium bau busuk di lingkungan rumah mereka sejak selasa 4 3 2025 sebelum menemukan jasad ibu dan anak di toren ketua rt 05 02 yanti mengatakan awalnya warga menduga bau busuk itu berasal dari bangkai tikus atau kucing yang biasa ditemukan mati,1,0,0,1,0,0,0,0,0,0,0,0
berita_kaggle,2026-03-26,martinnius reja panjaitan petugas pemadam kebakaran yang meninggal dunia usai memadamkan kebakaran rumah potong ayam di pasar cisalak cimanggis kota depok jumat 18 10 2024 diduga terlalu banyak menghirup asap paru parunya penuh dengan asap dia martin sebenarnya itu kata deolipa saat dihubungi kompas com selasa 22 10 2024 deolipa,2,1,0,0,0,0,0,0,1,0,0,0
berita_kaggle,2026-03-26,hujan deras sempat mengakibatkan banjir di jl raya ciapus kecamatan ciomas kabupaten bogor banjir mengakibatkan banyak kendaraan terjebak hingga mogok warga bernama jaenudin 43 mengatakan banjir terjadi sekitar pukul 17 45 wib hujan deras mengakibatkan gorong gorong meluap dan meluber ke jalan raya setinggi betis orang dewasa kejadiannya pas hujan,2,1,1,1,0,0,0,1,0,0,0,0
berita_kaggle,2026-03-26,menteri pekerjaan umum menteri pu dody hanggodo akan membahas diskon tarif tol untuk natal tahun baru dengan badan usaha jalan tol bujt ya seperti biasanya nanti ada diskon tarif tol nanti kita diskusikan dengan para bujt kata dody hanggodo di jakarta jumat 3 oktober 2025 terkait besaran diskon dan ruas,0,1,1,0,0,0,0,0,0,0,0,0
berita_kaggle,2026-03-26,tempo co jakarta hujan deras yang mengguyur jakarta sejak senin sore hingga malam 7 juli 2025 menyebabkan banjir di berbagai titik di ibu kota berdasarkan laporan badan penanggulangan bencana daerah atau bpbd dki jakarta hingga selasa pukul 05 00 wib masih terdapat 35 rukun tetangga rt yang terdampak genangan air,2,1,0,1,0,0,0,0,0,0,0,0
twitter,2026-03-26,kudune jalan rusak urusan pemkab dewe rek urusan tiket biarlah untuk kemajuan deltras dan pembinaan pemain muda jangan bebankan tugas negara ke kantong suporter apr 1,1,0,1,0,0,0,0,0,0,0,0,0
twitter,2026-03-26,jalan rusak 12k ter ga manusiawi mar 28,1,0,1,0,0,0,0,0,0,0,0,0
berita_kaggle,2026-03-26,relawan evakuasi gunung rinjani agam rinjani menanggapi maraknya hujatan netizen internasional terhadap proses penyelamatan jenazah pendaki asal brasil juliana marins ia menyayangkan banyaknya komentar yang merendahkan indonesia tanpa memahami kondisi medan di lapangan tujuan saya itu apa yang penting saya bisa bermanfaat buat evakuasi karena lihat netizen di medsos itu,2,1,0,0,0,1,0,0,0,0,0,0
berita_kaggle,2026-03-26,seorang ojek pangkalan opang bernama fidiansyah 43 yang merampas kunci motor ojek online ojol di stasiun pondok ranji ciputat timur tangerang selatan tidak ditahan kapolsek ciputat timur kompol bambang askar sodiq mengatakan pelaku disanksi wajib lapor selama tiga minggu dan dilakukan dua kali dalam sepekan pelaku kita wajibkan lapor selama,0,1,0,0,0,0,1,0,0,0,0,0
berita_kaggle,2026-03-26,alun cikande diramaikan dengan lapak bumdes dan umkm lokal para pelaku usaha itu mengapresiasi program yang digagas oleh kementerian desa dan pembangunan daerah tertinggal kemendes pdt misalnya founder wastegood desa mongpok kecamatan cikeusal arif mengaku senang dengan kesempatan bisa hadir di tengah tengah festival itu apalagi umkm mereka sejalan dengan,0,2,0,0,0,0,0,1,1,0,0,0
berita_kaggle,2026-03-26,pt kai daop 1 jakarta akan melakukan pengaturan pola operasi pada beberapa kereta api jarak jauh yang berangkat dari stasiun gambir pada minggu 18 8 besok pengaturan pola operasi ini untuk mengantisipasi aksi damai massa aliansi rakyat bela palestina di monumen patung kuda silang monas berdasarkan informasi dari pt kai,0,1,0,0,0,0,1,0,0,0,0,0
berita_kaggle,2026-03-26,menteri energi dan sumber daya mineral esdm bahlil lahadalia mengklaim kebijakan legalisasi sumur minyak tradisional melibatkan kontraktor kontrak kerja sama k3s selain pertamina hal tersebut disampaikan bahlil menjawab persoalan keberadaan sumur minyak tradisional yang berpotensi tumpang tindih dengan kontrak wilayah kerja migas yang digarap k3s kemarin kami sudah rapat dengan,0,1,0,0,1,0,0,0,0,0,0,0
twitter,2026-03-30,lily ketek lu bau sampah,1,0,0,1,0,0,0,0,0,0,0,0
berita_kaggle,2024-09-12,boy 45 warga jalan merdeka kecamatan bogor tengah kota bogor merasa kesal dengan keberadaan pasar tumpah yang sudah berlangsung selama 20 tahun di wilayah tempat tinggalnya boy menyatakan bahwa pasar tumpah menimbulkan berbagai masalah mulai dari kemacetan lalu lintas penumpukan sampah hingga menciptakan lingkungan yang kumuh saya warga asli jalan,0,0,0,1,0,0,1,1,1,0,0,0
berita_kaggle,2024-09-04,wakil presiden ri ma ruf amin berharap pemerintah baru dapat melanjutkan dan memperkuat pelaksanaan program percepatan penurunan stunting atau gangguan pertumbuhan pada anak ma ruf amin mengklaim bahwa program penurunan stunting yang telah dijalankan pemerintah selama lima tahun terakhir menunjukkan kemajuan yang signifikan untuk mewujudkan hal ini tentu saja program,1,1,0,0,0,0,0,0,0,0,0,1
berita_kaggle,2026-03-26,pemerintah kota pemkot jakarta utara jakut berkomitmen untuk memberikan sanksi tegas kepada pabrik pabrik yang membuang limbah sembarangan langkah ini diambil sebagai respons terhadap keluhan masyarakat terkait pencemaran yang ditimbulkan oleh aktivitas industri wakil wali kota jakarta utara juaini yusuf menegaskan pemkot segera memeriksa jika ada laporan mengenai pabrik yang,2,1,0,1,0,0,0,0,0,0,0,0
berita_kaggle,2024-09-20,komisi pemilihan umum kpu kota bogor memastikan bahwa seluruh tempat pemungutan suara tps pada pilkada 2024 akan ramah bagi pemilih disabilitas komisioner kpu kota bogor divisi program data ferry buchori muslim menegaskan bahwa kpu akan menyediakan alat bantu khusus bagi pemilih tunanetra berupa surat suara dalam huruf braille untuk tunanetra,0,1,0,1,0,0,0,0,0,0,0,0
berita_kaggle,2026-03-26,tempo co bekasi gubernur jawa barat terpilih dedi mulyadi mengatakan dua perusahaan pemilik pagar laut di perairan kampung paljaya desa segara jaya kecamatan tarumajaya kabupaten bekasi tidak memiliki izin pemagaran laut perusahaan tersebut hanya memiliki perjanjian kerja sama dengan dinas kelautan dan perikanan dkp jawa barat untuk sewa tanah lahan,0,1,0,0,0,0,0,1,0,0,0,0
berita_kaggle,2026-03-26,presiden prabowo mengungkapkan bahwa banyak negara di asia tenggara cenderung mengikuti kekuatan terbesar dan terkuat di dunia hal ini merupakan kesalahan besar bagi banyak negara tersebut menurutnya setiap negara perlu memiliki kebijakan ekonomi dan filosofi ekonominya sendiri setiap negara perlu memiliki kebijakan ekonomi dan filosofi ekonominya sendiri salah satu kesalahan,1,1,0,0,0,0,0,0,1,0,0,0
berita_kaggle,2026-03-26,tempo co malang enam perempuan mengaku menjadi korban kasus kekerasan seksual oleh dokter berinisial ayp di persada hospital malang jawa timur mereka berkomunikasi dengan korban yang sudah melapor ke kepolisian resor kota polresta malang kuasa hukum korban yang sudah melapor satria manda adi warman membenarkan adanya komunikasi tersebut benar kami,0,1,0,0,0,0,0,0,0,1,0,1
berita_kaggle,2026-03-26,satu rukun tetangga rt di jakarta selatan dilanda banjir malam ini akibat curah hujan tinggi badan penanggulangan bencana daerah bpbd dki jakarta melaporkan ketinggian air mencapai 45 cm bpbd mencatat saat ini terdapat 1 rt yang tergenang kata kapusdatin bpbd dki jakarta mohammad yohan dalam keterangannya selasa 30 9 2025,2,1,0,1,0,0,0,0,0,0,0,0
twitter,2026-03-25,qyanqyun maling ayam aduanmahal ini,0,1,0,0,0,0,0,0,0,1,0,0
berita_kaggle,2026-03-26,suku dinas sumber daya air sda jakarta selatan berencana membuat turap batu kali untuk memperbaiki tanggul jebol di musala sabili jati padang pasar minggu turap akan dipasang sepanjang 12 meter di sekitar musala kasatpel sda pasar minggu rosi surya indah mengatakan untuk sementara ini pihaknya telah melakukan penanganan sementara merek,0,1,0,0,0,1,0,0,1,0,0,0
berita_kaggle,2026-03-26,jakarta kompas com halte tanjung duren yang dikeluhkan pengguna karena terlalu sempit akan diperluas oleh pt transjakarta pada awal 2026 kami menargetkan untuk bisa memulai pembangunan ekstensi fungsional di awal tahun 2026 untuk memberikan solusi terbaik atas kepadatan yang dikeluhkan pelanggan jelas kepala departemen humas dan csr pt transjakarta ayu,0,1,0,0,0,0,1,0,0,0,0,0
twitter,2026-03-31,micin asia pasti karyawannya gak punya murid gak punya jam ngajar yg di masa sekarang jam ngajar pada lebih dari 30 gak punya cctv di ruang kelas dan di berbagai sudut sekolah gak punya koreksian gak punya timeline bimbingan lomba murid dan gak punya alumni sukses kekurangan guru,0,2,0,0,0,0,0,0,0,0,1,0
twitter,2026-03-25,bangka belitung kite boro2 tambang ilegal broo sj mrk ya mana tahu parkir liar,0,1,0,0,0,0,1,0,0,0,0,0
twitter,2026-03-26,jalan rusak sintang viral bupati sudah diusulkan perbaikan baca selengkapnya mar 31,1,0,1,0,0,0,0,0,0,0,0,0
twitter,2026-04-03,pijaa bener bokap nyokap gue selalu ngajarin ini apalagi di zaman sekarang wkwkw laki sekarang kebanyakan nyeleweng belum lg puber kedua dan gue liat sendiri saat pandemi bokap di gue sekeluarga bs survive karena bisnis nyokap duit jajan harian gw juga dr nyokap smp skrg phk,1,1,0,0,0,0,0,0,1,0,0,0
berita_kaggle,2026-03-26,h dan bu pasangan suami istri yang meninggalkan bayinya ms 5 bulan yang meninggal dunia di rumah sakit grogol petamburan jakarta barat berpindah pindah rumah kos hal ini menghambat polisi melakukan pencarian sejak keduanya menghilang pada sabtu 28 12 2024 jadi kendala kami adalah yang bersangkutan berpindah pindah tempat kosan,2,1,0,0,0,0,0,0,0,1,0,1
berita_kaggle,2026-03-26,papan peringatan zona sesar lembang di kampung ciharegem puncak kabupaten bandung jawa barat 11 september 2025 sesar sepanjang dua puluh sembilan kilometer itu membentang dari kabupaten bandung barat sampai perbatasan kabupaten bandung dan sumedang yang terbagi dalam enam segmen sesar lembang berpotensi mengakibatkan gempa dengan magnitudo 6 8 skala richter,2,1,0,0,0,1,0,0,0,0,0,0
berita_kaggle,2026-03-26,bangunan kanopi dari zaman belanda di stasiun rangkasbitung lebak banten dibongkar pembongkaran berkaitan dengan pembangunan stasiun betul lagi proses dibongkar kanopi proses pembongkaran dan pemasangan kanopi baru ditargetkan selesai bulan maret kata kepala balai teknik perkeretaapian kelas i jakarta ferdian suryo adhi pramono saat dihubungi melalui sambungan telepon selasa 18,0,2,0,0,0,0,1,0,0,0,0,0
berita_kaggle,2026-03-26,ribuan penduduk filipina mengungsi dari rumah mereka di sepanjang pesisir pasifik warga filipina mengungsing karena badai tropis fengshen menerjang daratan memicu peringatan banjir pesisir dilansir afp sabtu 18 10 2025 badai tersebut menerjang kotamadya gubat di ujung tenggara pulau utama luzon pada sore hari dengan hembusan hingga 80 kilometer 50,0,1,0,1,0,0,0,0,0,0,0,0
berita_kaggle,2026-03-26,presiden ri prabowo subianto mengatakan indonesia akan menjadi ketua d8 atau forum ekonomi negara berkembang yang berisi delapan negara prabowo menyebut indonesia mendapat giliran menjadi ketua ktt d 8 pada 1 januari 2026 mendatang d 8 didirikan pada tanggal 15 juni tahun 1997 untuk menghimpun kekuatan ekonomi negara negara berpenduduk,0,2,0,0,0,0,0,0,1,0,0,0
berita_kaggle,2026-03-26,dalam momentum peringatan hari umkm internasional pt permodalan nasional madani pnm menegaskan kembali peran penting usaha mikro dalam menggerakkan roda perekonomian nasional pnm memanfaatkan kesempatan ini untuk memperkuat komitmen dalam mendampingi pelaku usaha mikro agar naik kelas salah satunya melalui program membina ekonomi keluarga sejahtera mekaar pnm menyadari bahwa tantangan,0,1,0,0,0,0,0,0,1,0,0,0
berita_kaggle,2026-03-26,menteri pendidikan tinggi sains dan teknologi brian yuliarto menyatakan tidak ada perbedaan signifikan antara kurikulum sekolah garuda dengan sekolah menengah atas sma pada umumnya kemendikti hanya menambahkan beberapa muatan mata pelajaran tertentu guna menyiapkan siswa sekolah garuda berkompetisi di kancah internasional kurikulumnya enggak beda kami hanya menambahkan supaya mereka lebih,1,0,0,0,0,0,0,0,0,0,1,0
berita_kaggle,2026-03-26,menteri sosial saifullah yusuf menyebut presiden prabowo subianto bersedia memberikan pembekalan untuk guru dan kepala sekolah rakyat hal tersebut disampaikan gus ipul usai rapat terbatas bersama presiden di hambalang bogor jawa barat senin 23 juni 2025 video antara suci nurhaliza cahya sari rizky bagus dhermawan rinto a navis ryan maulana,1,2,0,0,0,0,0,0,0,0,1,0
