sumber,tanggal,username,teks_bersih,kategori_isu,urgensi,sentimen,lokasi_insiden
twitter,2026-03-29,@kadangsemangat,Halodit! krisis air Dan jangan dikit dikit dukung proyek destruktif pemerintah cuma karena dijanjiin tambang. Padahal jelas² tambang (apalagi yg gk dikelola dg benar) bisa ngerusak ekosistem dan bikin .,Air & Sanitasi,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-29,@doremiping,"ᥫ᭡.ִֶָ𓂃𝚊𝚎-𝚠𝚒 ˎˊ˗ air mati Ngape pula bjir, dah kebelet pen berak gini",Air & Sanitasi,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-29,@_milkyway15,★milky way★ krisis air Disini sudah sejak H-5 lebaran,Air & Sanitasi,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-28,@potrzayed,GHOSTBUSTERS Ngomong kok sama orang yang suka mancing di a ir keruh,Air & Sanitasi,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-28,@jmjfrlf7_7,san krisis air ga pernah sengarep ini dibales chat sama kang galon. ini beneran aku engga punya air kecuali air sumur,Air & Sanitasi,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-28,@gilateori,Al D. Syah air mati Jgn bilang lagi..,Air & Sanitasi,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-28,@nusabalicom,NusaBali.com krisis air Para petani di seluruh wilayah Kecamatan Dawan kini menghadapi yang mengancam keberlangsungan tanaman padi.,Air & Sanitasi,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-28,@hanyatulang,"ariesbaik air keruh Aku pulang emang ibarat dalam , suram. Jadi senggol dikit, marah. Dll Pokoknya bener2, keadaan kacau akan mengundang kekacauan yg lain. Meskipun ketemu keluarga dan temen ga ada yg zonk. Tapi tetep aku mumet makin mumet. Yg di pikiran apa yg di luar, bertabrakan",Air & Sanitasi,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-28,@UMMcampus,"Universitas Muhammadiyah Malang | UMM Ancam Panen, KKN UMM Bangun Sistem Irigasi Kolaboratif untuk Desa | Krisis Air …",Air & Sanitasi,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-28,@Ahans_99,Ahans99 air keruh Pengen dipersekusi kedua kali bro?? Mancing2 di kau!?!?,Air & Sanitasi,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-28,@msiswakeadilan,Mahasiswa Keadilan Malaysia air keruh Adalah sangat mendukacitakan apabila ada kelompok mahasiswa yang cuba menangguk di demi meraih mileage politik murah. Mengambil kesempatan atas kesempitan rakyat dan isu peperangan tanpa sandaran fakta bukanlah watak seorang intelektual.,Air & Sanitasi,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-27,@setiawangandy,Gandy Setiawan air keruh Turkish Airlines ni mancing di apa gmn ya.. shud i?!,Air & Sanitasi,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-27,@musicgift_ljh,cecil gak badut lagi kagakkkk itu yah jihoon cuci muka di westafel p as air mati,Air & Sanitasi,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-27,@apalagijuni,"april jual kripik kuda lumping krisis air Tapi bener loh sarannya, kalau ga diingetin bisa-bisa damkar jadi lebih sibuk dari biasanya, kita juga nambah buat madamin api:(",Air & Sanitasi,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-27,@angel_cosmos7,"m.cass & Empangan Merosot: Cuaca kering melampau menyebabkan paras air di empangan utama (seperti Empangan Muda) merosot ke tahap kritikal (bawah 10%). Beberapa kawasan di utara sudah merekodkan lebih 17 hari tanpa hujan langsung, meningkatkan risiko catuan air. Krisis Air",Air & Sanitasi,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-27,@pamjaya_dki,"PAM JAYA , mohon maaf atas ketidaknyamanannya, perihal kendala Halo Ibu air mati",Air & Sanitasi,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-27,@jam_aldin,Jamal Udin Seperti orang luar yg Apa ada wahabi salafi nama akunnya dewi kayangan?,Air & Sanitasi,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-27,@Solsukajk,Den yeee i sumpah nangis banjir teruk air mata ni confirm selangor takde dah lepasni,Air & Sanitasi,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-27,@deni_pria,Auk krisis air Benar biar indonesia juga merasakan dan blackout total tanpa internet dan listrik. mantap,Air & Sanitasi,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-27,@oryzasativa59,"Astrophi PDAM mati 1. Aku pekerja shift, yg menrutku capeknya lumayan 2. Belajar manage kebersihan rumah walau gak bisa tiap hari banget 3. Kadang masak kadang beli jadi 4. Kontrol semua sudut rumah 5. Belajar problem solving spt air , pralon PDAM putus, kucing liar mati didlm rumah",Air & Sanitasi,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-27,@nu_online,"NU Online krisis air Petani Kendeng ungkap dampak tambang semen di Kendeng: konflik sosial, , hingga ancaman lingkungan.",Air & Sanitasi,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-27,@kitadanbumi,"Kita dan Bumi krisis air Menurut kamu, apa yang harus dilakukan pemerintah untuk menyelamatkan Indonesia dari ancaman ini? Tulis pendapatmu di kolom komentar, ya!",Air & Sanitasi,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@kikodzuken,banjir Ah elah mulu ni rumah,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@yohprayogo,"Gempa Jawa Barat Diguncang 111 Selama Maret 2026, Warga Harus Siaga!",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@jaeeeehyuk,"banjir sumpah ini selama 4 tahun ngekost baru kali ini , DAN INI TINGGI, HAMPIR SELUTUT",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@hanpompurin,untung sibohay GAGAH DAN BERANI aman aje diterpang baru keluar rumah langsung dikasih hujan badai banjir,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@barxatuu,"banjir stay safe kak, pantes Karina takut petir ternyata sampai",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@Sky88Vault,gempa Pemerintah telah menunjukkan komitmen luar biasa dalam membantu korban bencana di Sulawesi Utara dan Maluku Utara. Bersama kita bangkit dan saling mendukung!,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@rhdwn90,"gempa Rin aku kalo ada petir ga kedengeran, kemaren aja aku ngira jet lag abis naik mobil berjam jam",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@n4hceah_,BANJIR packing paket ka rue dan ka na aja aku nangis ( maaf kl nanti nerima paketnya keburu angst ) YG PACKING JUGA AIR MATA,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@akujiahn,"banjir gimana keadaan kalian tudey guys? apakah masih air mata? aku sih masih, malah makin",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@tyo_ochan972,"BANJIR Maacii EH DILLA, ITU OKE GA DIBACA PAS LAGI DI LUAR? TAKUT BGT TIBA2 DI PERPUS 🫪",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@bluuesaa,BANJIR ALAAAHHHH LAGI AIR MATA GW,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@KochengRumah,"Omah Anabul kaka- kaka kami sangat membutuhkan bantuan untuk anak2 kami untuk perbaikan tempat mereka yg rusak parah terkena , dan membutuhkan kusen, ensel pintu, semen, batu krikil, batu bata, dan 2 kipas angin karna kmrin kipas angin mereka rusak karna debit air yg tinggi merendam",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@kalengmatcha,"finishnya natural bgt tahan seharian ga kalo cushion buat normal to oily skin yg mudah jerawatan kayak aku, aku saranin BGT BGT pake laneige yg ini longsor",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@KochengRumah,"Omah Anabul Makin lama makin habis aja ini bangunan.. Dari tembok pada jebol- jebol bolong dan kusen2 pintu pada kropos karena di hantam yg sering dan debit air yg tinggi, sampai beberapa kli juga barang2 tersapu",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@fooltearsm,gempa kabar dari BMKG muncul terus,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@pakrtgalau,banjir masuk angin sel angine gedi tur,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@tidakadaapi,Moskii pionir Godaanya terlalu yahud ditambah testimoni istrimu serta istriku itu,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@saamicinn,banjir anying cadas,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@MPN_Indonesia,"banjir Terekam momen mengharukan ketika seekor kucing peliharaan berwarna oren berhasil selamat dari terjangan yang melanda kawasan tempat tinggalnya, lalu langsung menghampiri pemiliknya sambil mengeong pilu.",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@JatayuN67242,"gempa Rumah udah ada yg retak karna , eh dia baru nongol, kek polisi India emang instansi di indonesia",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@quinceyxzx,banjir OIYA WKWKW daerah mana? Awas a,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@_,banjir lagi kalo udh liat hc.. pengen kekepin hc.,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@mbullcie_,"banjir Aku sedih bgt jujur, linglung ada rasa hampa ada, liat postingan ini lewat lagi langsung",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@ochieketan,banjir Iya.. Kasian yg lagi,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@redvlvtorchiz,gempa info bmkg saat ini: tidak berpotensi baku bale!,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@chictactos,banjir bener.. kalau ini kejadian di tahun 2021 bekasi bakal tapi itu air mata gw semua,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@kii_mos,gempa akhirnya asep beli skin susu !,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@ulatsagukah,Lebih ke Bandung kan cekungan banjir,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@ra_tri_an,"banjir Ada beberapa adegan di Passion of The Christ yg bikin gw air mata. Pertama itu wkt Yesus jatuh di dpn ibunya, yg kedua di adegan flashback menolong Maria Magdalena. Kita tau siapa Maria Magdalena, dan dia juga satu2nya perempuan selain Bunda Maria yg setia di Golgota.",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@seketikanet,"gempa Yang gak diceritain di berita… Jaringan telekomunikasi Sulawesi Utara pulih 100% kurang dari 24 jam usai M 7,6. Menurut kamu, sudah cukup cepat atau masih perlu evaluasi?",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@Aninzuliii,"banjir Sebelum kmren, h-2 lebaran kalau ga salah jga sempet di jl Soekarno-Hatta hujan angin pohon tumbang kanan kiri ditambah , trs seminggu lalu jga hujan es+angin reklame ambruk. Beneran kaga diperhatikan bgt ni kota sama pengurusnya",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@myfortuncookies,Kak banjir air mata lagi ini kak,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@skyrasenjaa_,BANJIR AIR MATA GUA ANJIR MBACA NYAAAAA,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@matapadma,"res-demak-siagakan-ratusan-personel-tanggul-jebol-di-guntur-picu-banjir-meluas/ ""Luapan air yang berasal dari hulu Bendungan Glapan di Kabupaten Grobogan terus meningkat, sehingga memperparah kondisi di wilayah hilir."" Baca selengkapnya: …",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@dimaskerik,"banjir Tp membuang sembarangan di sungai juga tidak bijak, bisa menimbulkan kerusakan ekologi dan mengakibatkan . Apakah semua harus ikut menanggung ?",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@ininaeyaa,banjir org gila mana yg mutusin buat nonton tds 4 encore LAST DAY yg air mata itu???? gw lah orgnya,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@saintsuals,..... rumah gue gapernah banjir banjir,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@calumhojd,"banjir kayanya gw hsrus stop buka sosmed selama beberapa saat, karna ternyata masih tiap liat video 7dream dan tweet orang2",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@haeraaja,banjir danau 8 air mata markf,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@lovelylonelyna,banjir pokoknya klo berarti air mata sey menunggu abi sahi apdet,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@kerlucuan,banjir ya Allah,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@Tanyaaniruha,"Bete banget udah full make up di rumah, baru naik motor pada Oily + gampang keringetan pake apa ya? longsor",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@mychhew,BANJIR SIAPA YG EDIT... BGT AIR MATA GW,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@kodimbitung,"Gempa Tinjau Lokasi Terdampak Bencana , Dandim 1310/Bitung Bersama Forkopimda Bitung Dampingi Kunjungan Kerja Kapusdatin BNPB RI",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@bharianmy,lemah 3.1 magnitud landa perairan Batu Pahat Gempa BHnasional,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@Kodim_0312,"Gempa Keluarga Besar Kodim 0312/Padang MengucapkanTurut Berduka Cita Atas Korban diSulawse Utara dan Maluku Utara "" Semoga Saudara-Saudara Kita yang Mendapatkan Musibah ini Selalu diBerikan Kekuatan dan Ketabahan Serta Perlindungan Tuhan yang Maha Esa, Aamiin... """,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@codyinspace,gempa Pemerintah telah menunjukkan respons cepat dalam mengatasi dampak bumi di Sulawesi Utara dan Maluku Utara. Mari kita dukung upaya mereka demi kesejahteraan korban.,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@ItouChisen,banjir aku panik WKWKWK orang dari akunmuuu *tengkyuh*,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@SapuluahB36501,gempa udh gua blg anying sekeluarga ehh trnyata kemaren nya,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@seouljktt5867,banjir lucu bgttt wkwk kalo lagu nya ceria gini ga netes air mataku.... tp kalo udah pake lagu sedih2 lgsg mataku,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@501Awani,"gempa Pusat terletak di daerah Tusba, Van, pada kedalaman tujuh kilometer.",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@Kutekians,"longsor Thank you Pak Chey. IHSG/XAUIDR terus ya, all time low since 2000",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@daeyries,(yg mundur dir gapernah se gelisah ini liat orang mundur dari jabatannya dan ngajuin pensiun dini gempa,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@DandiTcell60224,gempa Tiap hari apakah dunia ini sdh tua,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@eunaismm,"banjir Gw banget, mommy sumi",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@niyeowss,"banjir mata ak pipis terus, enih klo indonesia pasti air mata ak yg mengalir",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@mahaindraa,"banjir benar. tapi ada faktor lain juga : - rumah masih layak tinggal sampe 7thn+ - tidak punya urgensi untuk renovasi - bunganya flat, jadi ga ada tiba tiba tagihannya ga sesuai kemampuan - selama survei daerah bebas , tapi kalo tiba tiba",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@botiuncut,banjir pemain onlyfans cwk thailand ganteng panjang tebel tahan lama crottt kentel kakkk,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@Jenofli,oleh Jenofli Banjir,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@cakessmile_,"longsor kata ku lumayan.. aku pake skintint nya di muka ku yang berminyak, dia ga bikin gitu",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@stillanarchive,banjir ibukotanya kak wkwkwk yg sering itu,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@mnghaio,banjir akupun takut nunggu di rumah dlu,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@Dirgahayu394,kemarin apakah bom perusahaan israel di bawah laut ? Gempa,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@basomasbrewok,banjir Orang rancamanyar cutinya abis terus gara gara,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@javupitbull,"7,6SR Sulut - Malut M.Husni imbau warga tetap waspada dan siaga. .. Vasektomi sigap membantu kita BBM Tidak Naik Jakarta Barat F4 F Mark Vidi Dilan Gempa",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@hupgupta,banjir Awkwkwkwk di brosur rumah2 jg dibilang anti blok. Lawak lu ah. Lu kira kek selang kali tinggal cabut pasang aja lawak,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@sumpahmalumalu,"banjir Sesi pijat masih di area tangan, punya istri makin 1.0 Mar 28",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@otwasik,banjir Toyota Innova Zenix Q Modelista Hybrid 2024 Km 40rb an Service record Bebas laka & 1.5K Mar 28,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@NaraSenyap,"Selatan Jawa Timur M3.4 Tgl 28 Maret 2026 pukul 13.30 WIB Kedalaman 10 km Gempa -10.410°LS 111.880°BT | Samudra Hindia, ±283 km S Malang / 259 km S Blitar Mar 28",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@nu_online,terjadi di 7 desa di Ketanggungan Brebes. Namun itu bukan pertama kali terjadi. Warga mendesak pemerintah segera menormalisasi sungai. Banjir … Mar 28,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@NaraSenyap,selatan Jawa 28/3/2026 Gempa •M3.8 pkl 11.10 WIB Kedalaman 40 km Mar 28,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@Humas_Korbrimob,Banjir Aksi Cepat Brimob Pulihkan Akses Warga Pasca Bandang di Bener Meriah Mar 28,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@llliilllaaccc,tengok BASS selamat bertunang. Idk. Tapi i happy sangat untuk dorang Banjir Mar 28,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@hambaoren14,banjir akhirnyaaa nyampe juga after 6 jam melewati panas terik badai kehidupan Mar 28,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@roman_kherzakov,Roman Golian Ya pasti banyak karyawan atau individu yang berpotensi dan Korba layoff/ mitigasi nya ya efisiensi lebih ke Kebutuhan PRIMER dan Sekunder ketimbang beli atau cicil mobil Belum ditengah ketidakpastian Harga BBM yang sewaktu waktu Naik ya semakin memperkuat PHK,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@dwarkblue,"jeaaanni udah dua kali ngurus kasus 2 karyawati di kantor karna penggelapan dana buat bantu di suami yg kelilit hutang, gurlss cari cowo yg tanggung jawab cari nafkah dan ga peritungan. Kerja buat diri sendiri lebih penting PHK",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@rashifakilla,kill. min kalau perusahaan nunggak BPJS TK sampai 7 bulan terus karyawan yg kena harus gimana untuk klaim program JKP dari pemerintah? PHK,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@PHK25915425,PHK Karthik(defacto name of any random male character in a film),Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@twilightslig,Padre Indonesia governments are sleeping meanwhile rakyat susah cari kerja,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
